Date,AAPL,GOOGL,MSFT,AMZN,NVDA,TSLA,META,NFLX,GC=F,SI=F,CL=F,NG=F,^GSPC,^IXIC
2024-04-01,168.8177032470703,154.42491149902344,419.8907470703125,180.97000122070312,90.32194519042969,175.22000122070312,488.857666015625,614.3099975585938,2236.5,24.95400047302246,83.70999908447266,1.8370000123977661,5243.77001953125,16396.830078125
2024-04-02,167.63616943359375,153.50128173828125,416.79522705078125,180.69000244140625,89.41136169433594,166.6300048828125,494.8471374511719,614.2100219726562,2261.0,25.804000854492188,85.1500015258789,1.8619999885559082,5205.81005859375,16240.4501953125
2024-04-03,168.44041442871094,153.8588104248047,415.8161315917969,182.41000366210938,88.923583984375,168.3800048828125,504.16961669921875,630.0800170898438,2294.39990234375,26.94499969482422,85.43000030517578,1.840999960899353,5211.490234375,16277.4599609375
2024-04-04,167.6163330078125,149.49887084960938,413.27447509765625,180.0,85.865966796875,171.11000061035156,508.32843017578125,617.1400146484375,2288.800048828125,27.139999389648438,86.58999633789062,1.7740000486373901,5147.2099609375,16049.080078125
2024-04-05,168.37091064453125,151.4553985595703,420.8302307128906,185.07000732421875,87.968017578125,164.89999389648438,524.6650390625,636.1799926757812,2325.699951171875,27.399999618530273,86.91000366210938,1.784999966621399,5204.33984375,16248.51953125
2024-04-08,167.24896240234375,153.78932189941406,419.9104919433594,185.19000244140625,87.09341430664062,172.97999572753906,516.6160888671875,628.4099731445312,2331.699951171875,27.711999893188477,86.43000030517578,1.843999981880188,5202.39013671875,16253.9599609375
2024-04-09,168.4602813720703,155.52732849121094,421.5819091796875,185.6699981689453,85.3152084350586,176.8800048828125,514.278076171875,618.2000122070312,2343.5,27.891000747680664,85.2300033569336,1.871999979019165,5209.91015625,16306.6396484375
2024-04-10,166.58372497558594,155.07046508789062,418.59515380859375,185.9499969482422,86.99945831298828,171.75999450683594,517.1932373046875,618.5800170898438,2329.60009765625,27.961000442504883,86.20999908447266,1.8849999904632568,5160.64013671875,16170.3603515625
2024-04-11,173.7919921875,158.3180694580078,423.21368408203125,189.0500030517578,90.5748291015625,174.60000610351562,520.5062866210938,628.780029296875,2354.800048828125,28.176000595092773,85.0199966430664,1.7640000581741333,5199.06005859375,16442.19921875
2024-04-12,175.2912139892578,156.64956665039062,417.2501525878906,186.1300048828125,88.14592742919922,171.0500030517578,509.3034362792969,622.8300170898438,2356.199951171875,28.2549991607666,85.66000366210938,1.7699999809265137,5123.41015625,16175.08984375
2024-04-15,171.458740234375,153.7992401123047,409.0811767578125,183.6199951171875,85.96192932128906,161.47999572753906,497.6926574707031,607.1500244140625,2365.800048828125,28.650999069213867,85.41000366210938,1.690999984741211,5061.81982421875,15885.01953125
2024-04-16,168.1723175048828,153.34237670898438,410.01080322265625,183.32000732421875,87.37528991699219,157.11000061035156,497.2250061035156,617.52001953125,2390.800048828125,28.31800079345703,85.36000061035156,1.7319999933242798,5051.41015625,15865.25
2024-04-17,166.80215454101562,154.40505981445312,407.3010559082031,181.27999877929688,83.996826171875,155.4499969482422,491.6633605957031,613.6900024414062,2371.699951171875,28.34600067138672,82.69000244140625,1.7120000123977661,5022.2099609375,15683.3701171875
2024-04-18,165.8489990234375,154.94134521484375,399.8144226074219,179.22000122070312,84.63253784179688,149.92999267578125,499.254638671875,610.5599975585938,2382.300048828125,28.32900047302246,82.7300033569336,1.7569999694824219,5011.1201171875,15601.5
2024-04-19,163.8235626220703,153.03451538085938,394.7212219238281,174.6300048828125,76.16539001464844,147.0500030517578,478.62982177734375,555.0399780273438,2398.39990234375,28.808000564575195,83.13999938964844,1.7519999742507935,4967.22998046875,15282.009765625
2024-04-22,164.65757751464844,155.20950317382812,396.54095458984375,177.22999572753906,79.48187255859375,142.0500030517578,479.2864685058594,554.5999755859375,2332.199951171875,27.21299934387207,82.8499984741211,1.7910000085830688,5010.60009765625,15451.3095703125
2024-04-23,165.71002197265625,157.17593383789062,403.0780944824219,179.5399932861328,82.38555908203125,144.67999267578125,493.5836181640625,577.75,2327.699951171875,27.33099937438965,83.36000061035156,1.812000036239624,5070.5498046875,15696.6396484375
2024-04-24,167.8148956298828,158.0399932861328,404.5516357421875,176.58999633789062,79.64080810546875,162.1300048828125,490.9967346191406,555.1199951171875,2324.5,27.323999404907227,82.80999755859375,1.652999997138977,5071.6298828125,15712.75
2024-04-25,168.67869567871094,154.93142700195312,394.6421203613281,173.6699981689453,82.59446716308594,170.17999267578125,439.14111328125,564.7999877929688,2329.800048828125,27.341999053955078,83.56999969482422,1.6380000114440918,5048.419921875,15611.759765625
